"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"4930",29,49,"Clinton County Total Migration-US and Foreign",1662,2019,1494
"4931",29,51,"Cole County Total Migration-US and Foreign",3822,2019,3838
"4932",29,53,"Cooper County Total Migration-US and Foreign",854,2019,775
"4933",29,55,"Crawford County Total Migration-US and Foreign",1392,2019,1325
"4934",29,57,"Dade County Total Migration-US and Foreign",435,2019,276
"4935",29,59,"Dallas County Total Migration-US and Foreign",1260,2019,1025
"4936",29,61,"Daviess County Total Migration-US and Foreign",563,2019,363
"4937",29,63,"DeKalb County Total Migration-US and Foreign",671,2019,646
"4938",29,65,"Dent County Total Migration-US and Foreign",680,2019,665
"4939",29,67,"Douglas County Total Migration-US and Foreign",936,2019,540
"4940",29,69,"Dunklin County Total Migration-US and Foreign",1149,2019,1320
"4941",29,71,"Franklin County Total Migration-US and Foreign",4723,2019,4190
"4942",29,73,"Gasconade County Total Migration-US and Foreign",828,2019,669
"4943",29,75,"Gentry County Total Migration-US and Foreign",219,2019,224
"4944",29,77,"Greene County Total Migration-US and Foreign",15228,2019,16404
"4945",29,79,"Grundy County Total Migration-US and Foreign",358,2019,468
"4946",29,81,"Harrison County Total Migration-US and Foreign",303,2019,317
"4947",29,83,"Henry County Total Migration-US and Foreign",1341,2019,1177
"4948",29,85,"Hickory County Total Migration-US and Foreign",792,2019,340
"4949",29,87,"Holt County Total Migration-US and Foreign",110,2019,142
"4950",29,89,"Howard County Total Migration-US and Foreign",535,2019,459
"4951",29,91,"Howell County Total Migration-US and Foreign",1905,2019,1672
"4952",29,93,"Iron County Total Migration-US and Foreign",613,2019,480
"4953",29,95,"Jackson County Total Migration-US and Foreign",32615,2019,35650
"4954",29,97,"Jasper County Total Migration-US and Foreign",6128,2019,6315
"4955",29,99,"Jefferson County Total Migration-US and Foreign",10928,2019,9474
"4956",29,101,"Johnson County Total Migration-US and Foreign",4338,2019,4736
"4957",29,103,"Knox County Total Migration-US and Foreign",149,2019,131
"4958",29,105,"Laclede County Total Migration-US and Foreign",1881,2019,1677
"4959",29,107,"Lafayette County Total Migration-US and Foreign",1949,2019,1791
"4960",29,109,"Lawrence County Total Migration-US and Foreign",2558,2019,2308
"4961",29,111,"Lewis County Total Migration-US and Foreign",438,2019,337
"4962",29,113,"Lincoln County Total Migration-US and Foreign",4002,2019,2875
"4963",29,115,"Linn County Total Migration-US and Foreign",555,2019,482
"4964",29,117,"Livingston County Total Migration-US and Foreign",754,2019,605
"4965",29,119,"McDonald County Total Migration-US and Foreign",1707,2019,1702
"4966",29,121,"Macon County Total Migration-US and Foreign",645,2019,650
"4967",29,123,"Madison County Total Migration-US and Foreign",634,2019,488
"4968",29,125,"Maries County Total Migration-US and Foreign",436,2019,408
"4969",29,127,"Marion County Total Migration-US and Foreign",1385,2019,1380
"4970",29,129,"Mercer County Total Migration-US and Foreign",89,2019,135
"4971",29,131,"Miller County Total Migration-US and Foreign",1608,2019,1457
"4972",29,133,"Mississippi County Total Migration-US and Foreign",468,2019,461
"4973",29,135,"Moniteau County Total Migration-US and Foreign",706,2019,741
"4974",29,137,"Monroe County Total Migration-US and Foreign",492,2019,378
"4975",29,139,"Montgomery County Total Migration-US and Foreign",648,2019,572
"4976",29,141,"Morgan County Total Migration-US and Foreign",1355,2019,1207
"4977",29,143,"New Madrid County Total Migration-US and Foreign",802,2019,1046
"4978",29,145,"Newton County Total Migration-US and Foreign",4382,2019,3727
"4979",29,147,"Nodaway County Total Migration-US and Foreign",717,2019,935
"4980",29,149,"Oregon County Total Migration-US and Foreign",687,2019,516
"4981",29,151,"Osage County Total Migration-US and Foreign",482,2019,490
"4982",29,153,"Ozark County Total Migration-US and Foreign",644,2019,433
"4983",29,155,"Pemiscot County Total Migration-US and Foreign",536,2019,726
"4984",29,157,"Perry County Total Migration-US and Foreign",743,2019,702
"4985",29,159,"Pettis County Total Migration-US and Foreign",2300,2019,1979
"4986",29,161,"Phelps County Total Migration-US and Foreign",2387,2019,2350
"4987",29,163,"Pike County Total Migration-US and Foreign",773,2019,671
"4988",29,165,"Platte County Total Migration-US and Foreign",9992,2019,8942
"4989",29,167,"Polk County Total Migration-US and Foreign",2055,2019,1640
"4990",29,169,"Pulaski County Total Migration-US and Foreign",6143,2019,6301
"4991",29,171,"Putnam County Total Migration-US and Foreign",220,2019,185
"4992",29,173,"Ralls County Total Migration-US and Foreign",633,2019,550
"4993",29,175,"Randolph County Total Migration-US and Foreign",1120,2019,1108
"4994",29,177,"Ray County Total Migration-US and Foreign",1483,2019,1333
"4995",29,179,"Reynolds County Total Migration-US and Foreign",243,2019,205
"4996",29,181,"Ripley County Total Migration-US and Foreign",630,2019,744
"4997",29,183,"St. Charles County Total Migration-US and Foreign",20923,2019,17724
"4998",29,185,"St. Clair County Total Migration-US and Foreign",744,2019,343
"4999",29,186,"Ste. Genevieve County Total Migration-US and Foreign",929,2019,816
"5000",29,187,"St. Francois County Total Migration-US and Foreign",3025,2019,2627
"5001",29,189,"St. Louis County Total Migration-US and Foreign",44375,2019,47726
"5002",29,195,"Saline County Total Migration-US and Foreign",826,2019,846
"5003",29,197,"Schuyler County Total Migration-US and Foreign",85,2019,203
"5004",29,199,"Scotland County Total Migration-US and Foreign",145,2019,164
"5005",29,201,"Scott County Total Migration-US and Foreign",2011,2019,2080
"5006",29,203,"Shannon County Total Migration-US and Foreign",422,2019,263
"5007",29,205,"Shelby County Total Migration-US and Foreign",240,2019,262
"5008",29,207,"Stoddard County Total Migration-US and Foreign",1251,2019,1235
"5009",29,209,"Stone County Total Migration-US and Foreign",2923,2019,1991
"5010",29,211,"Sullivan County Total Migration-US and Foreign",258,2019,272
"5011",29,213,"Taney County Total Migration-US and Foreign",4253,2019,3806
"5012",29,215,"Texas County Total Migration-US and Foreign",1531,2019,1293
"5013",29,217,"Vernon County Total Migration-US and Foreign",805,2019,850
"5014",29,219,"Warren County Total Migration-US and Foreign",2992,2019,2166
"5015",29,221,"Washington County Total Migration-US and Foreign",1037,2019,886
"5016",29,223,"Wayne County Total Migration-US and Foreign",765,2019,664
"5017",29,225,"Webster County Total Migration-US and Foreign",2797,2019,2314
"5018",29,227,"Worth County Total Migration-US and Foreign",65,2019,58
"5019",29,229,"Wright County Total Migration-US and Foreign",1239,2019,1030
"5020",29,510,"St. Louis city Total Migration-US and Foreign",19778,2019,25725
"5021",30,1,"Beaverhead County Total Migration-US and Foreign",616,2019,471
"5022",30,3,"Big Horn County Total Migration-US and Foreign",473,2019,475
"5023",30,5,"Blaine County Total Migration-US and Foreign",195,2019,274
"5024",30,7,"Broadwater County Total Migration-US and Foreign",700,2019,272
"5025",30,9,"Carbon County Total Migration-US and Foreign",913,2019,632
"5026",30,13,"Cascade County Total Migration-US and Foreign",4798,2019,5147
"5027",30,15,"Chouteau County Total Migration-US and Foreign",245,2019,172
"5028",30,17,"Custer County Total Migration-US and Foreign",448,2019,582
"5029",30,21,"Dawson County Total Migration-US and Foreign",378,2019,484
"5030",30,23,"Deer Lodge County Total Migration-US and Foreign",453,2019,391
"5031",30,27,"Fergus County Total Migration-US and Foreign",542,2019,503
"5032",30,29,"Flathead County Total Migration-US and Foreign",7146,2019,4231
"5033",30,31,"Gallatin County Total Migration-US and Foreign",7760,2019,6947
"5034",30,35,"Glacier County Total Migration-US and Foreign",477,2019,400
"5035",30,37,"Golden Valley County Total Migration-US and Foreign",55,2019,38
"5036",30,39,"Granite County Total Migration-US and Foreign",201,2019,191
"5037",30,41,"Hill County Total Migration-US and Foreign",631,2019,922
"5038",30,43,"Jefferson County Total Migration-US and Foreign",1170,2019,688
"5039",30,45,"Judith Basin County Total Migration-US and Foreign",75,2019,57
"5040",30,47,"Lake County Total Migration-US and Foreign",2161,2019,1411
"5041",30,49,"Lewis and Clark County Total Migration-US and Foreign",4279,2019,3376
"5042",30,51,"Liberty County Total Migration-US and Foreign",53,2019,78
"5043",30,53,"Lincoln County Total Migration-US and Foreign",1435,2019,872
"5044",30,55,"McCone County Total Migration-US and Foreign",43,2019,46
"5045",30,57,"Madison County Total Migration-US and Foreign",778,2019,500
"5046",30,59,"Meagher County Total Migration-US and Foreign",95,2019,72
"5047",30,61,"Mineral County Total Migration-US and Foreign",439,2019,235
"5048",30,63,"Missoula County Total Migration-US and Foreign",6875,2019,6163
"5049",30,65,"Musselshell County Total Migration-US and Foreign",294,2019,183
"5050",30,67,"Park County Total Migration-US and Foreign",1313,2019,1044
"5051",30,71,"Phillips County Total Migration-US and Foreign",128,2019,101
"5052",30,73,"Pondera County Total Migration-US and Foreign",281,2019,238
"5053",30,77,"Powell County Total Migration-US and Foreign",420,2019,262
"5054",30,79,"Prairie County Total Migration-US and Foreign",47,2019,54
"5055",30,81,"Ravalli County Total Migration-US and Foreign",3307,2019,1899
"5056",30,83,"Richland County Total Migration-US and Foreign",612,2019,692
"5057",30,85,"Roosevelt County Total Migration-US and Foreign",287,2019,376
"5058",30,87,"Rosebud County Total Migration-US and Foreign",415,2019,474
"5059",30,89,"Sanders County Total Migration-US and Foreign",1162,2019,605
"5060",30,91,"Sheridan County Total Migration-US and Foreign",121,2019,100
"5061",30,93,"Silver Bow County Total Migration-US and Foreign",1670,2019,1362
"5062",30,95,"Stillwater County Total Migration-US and Foreign",776,2019,553
"5063",30,97,"Sweet Grass County Total Migration-US and Foreign",171,2019,131
"5064",30,99,"Teton County Total Migration-US and Foreign",315,2019,251
"5065",30,101,"Toole County Total Migration-US and Foreign",229,2019,266
"5066",30,103,"Treasure County Total Migration-US and Foreign",45,2019,39
"5067",30,105,"Valley County Total Migration-US and Foreign",303,2019,279
"5068",30,107,"Wheatland County Total Migration-US and Foreign",76,2019,62
"5069",30,111,"Yellowstone County Total Migration-US and Foreign",7596,2019,6456
"5070",31,1,"Adams County Total Migration-US and Foreign",1291,2019,1445
"5071",31,3,"Antelope County Total Migration-US and Foreign",194,2019,238
"5072",31,11,"Boone County Total Migration-US and Foreign",154,2019,151
"5073",31,13,"Box Butte County Total Migration-US and Foreign",349,2019,508
"5074",31,17,"Brown County Total Migration-US and Foreign",129,2019,127
"5075",31,19,"Buffalo County Total Migration-US and Foreign",2356,2019,2256
"5076",31,21,"Burt County Total Migration-US and Foreign",336,2019,266
"5077",31,23,"Butler County Total Migration-US and Foreign",367,2019,303
"5078",31,25,"Cass County Total Migration-US and Foreign",2171,2019,1759
"5079",31,27,"Cedar County Total Migration-US and Foreign",276,2019,276
"5080",31,29,"Chase County Total Migration-US and Foreign",116,2019,169
"5081",31,31,"Cherry County Total Migration-US and Foreign",345,2019,238
"5082",31,33,"Cheyenne County Total Migration-US and Foreign",700,2019,633
"5083",31,35,"Clay County Total Migration-US and Foreign",292,2019,286
"5084",31,37,"Colfax County Total Migration-US and Foreign",470,2019,637
"5085",31,39,"Cuming County Total Migration-US and Foreign",308,2019,308
"5086",31,41,"Custer County Total Migration-US and Foreign",444,2019,556
"5087",31,43,"Dakota County Total Migration-US and Foreign",1186,2019,1512
"5088",31,45,"Dawes County Total Migration-US and Foreign",348,2019,476
"5089",31,47,"Dawson County Total Migration-US and Foreign",1107,2019,1313
"5090",31,49,"Deuel County Total Migration-US and Foreign",132,2019,72
"5091",31,51,"Dixon County Total Migration-US and Foreign",305,2019,262
"5092",31,53,"Dodge County Total Migration-US and Foreign",1673,2019,1732
"5093",31,55,"Douglas County Total Migration-US and Foreign",24242,2019,27624
"5094",31,59,"Fillmore County Total Migration-US and Foreign",222,2019,202
"5095",31,61,"Franklin County Total Migration-US and Foreign",139,2019,116
"5096",31,63,"Frontier County Total Migration-US and Foreign",111,2019,106
"5097",31,65,"Furnas County Total Migration-US and Foreign",161,2019,218
"5098",31,67,"Gage County Total Migration-US and Foreign",1053,2019,922
"5099",31,69,"Garden County Total Migration-US and Foreign",118,2019,63
"5100",31,71,"Garfield County Total Migration-US and Foreign",88,2019,73
"5101",31,73,"Gosper County Total Migration-US and Foreign",130,2019,85
"5102",31,77,"Greeley County Total Migration-US and Foreign",87,2019,92
"5103",31,79,"Hall County Total Migration-US and Foreign",2449,2019,3306
"5104",31,81,"Hamilton County Total Migration-US and Foreign",510,2019,534
"5105",31,83,"Harlan County Total Migration-US and Foreign",124,2019,119
"5106",31,87,"Hitchcock County Total Migration-US and Foreign",96,2019,118
"5107",31,89,"Holt County Total Migration-US and Foreign",358,2019,398
"5108",31,93,"Howard County Total Migration-US and Foreign",299,2019,275
"5109",31,95,"Jefferson County Total Migration-US and Foreign",300,2019,238
"5110",31,97,"Johnson County Total Migration-US and Foreign",199,2019,184
"5111",31,99,"Kearney County Total Migration-US and Foreign",392,2019,394
"5112",31,101,"Keith County Total Migration-US and Foreign",450,2019,462
"5113",31,105,"Kimball County Total Migration-US and Foreign",181,2019,157
"5114",31,107,"Knox County Total Migration-US and Foreign",254,2019,392
"5115",31,109,"Lancaster County Total Migration-US and Foreign",10941,2019,11993
"5116",31,111,"Lincoln County Total Migration-US and Foreign",1235,2019,1637
"5117",31,119,"Madison County Total Migration-US and Foreign",1516,2019,1794
"5118",31,121,"Merrick County Total Migration-US and Foreign",439,2019,402
"5119",31,123,"Morrill County Total Migration-US and Foreign",218,2019,198
"5120",31,125,"Nance County Total Migration-US and Foreign",165,2019,176
"5121",31,127,"Nemaha County Total Migration-US and Foreign",405,2019,271
"5122",31,129,"Nuckolls County Total Migration-US and Foreign",205,2019,140
"5123",31,131,"Otoe County Total Migration-US and Foreign",907,2019,740
"5124",31,133,"Pawnee County Total Migration-US and Foreign",94,2019,64
"5125",31,135,"Perkins County Total Migration-US and Foreign",90,2019,76
"5126",31,137,"Phelps County Total Migration-US and Foreign",477,2019,376
"5127",31,139,"Pierce County Total Migration-US and Foreign",317,2019,190
"5128",31,141,"Platte County Total Migration-US and Foreign",1381,2019,1614
